,S3AQ2A1,CHECK321,S3AQ51,S3AQ10D,S3AQ10GR
17951,14,1.0,18, , 
17952, ,, , , 
17953, ,, , , 
17954, ,, , , 
17955,20,2.0,25, , 
17956, ,, , , 
17957, ,, , , 
17958, ,, , , 
17959,14,1.0, , , 
17960,17,2.0, , , 
17961,18,1.0,21,24,25
17962,13,2.0,14, , 
17963, ,, , , 
17964,8,1.0,13,22,23
17965,19,1.0,21,27,33
17966, ,, , , 
17967, ,, , , 
17968,15,2.0,20,52,53
17969,16,2.0,24, , 
17970, ,, , , 
17971,15,2.0,18, , 
17972,18,2.0,21, , 
17973,19,1.0,30, , 
17974,15,2.0,16, , 
17975, ,, , , 
17976,16,1.0, , , 
17977, ,, , , 
17978, ,, , , 
17979, ,, , , 
17980,13,2.0,18, , 
17981, ,, , , 
17982, ,, , , 
17983, ,, , , 
17984,15,1.0,18, , 
17985,18,1.0,18, , 
17986, ,, , , 
17987, ,, , , 
17988, ,, , , 
17989, ,, , , 
17990, ,, , , 
17991, ,, , , 
17992, ,, , , 
17993,17,2.0,19, , 
17994, ,, , , 
17995, ,, , , 
17996, ,, , , 
17997,13,1.0,18,18,18
17998,14,1.0,17,46,47
17999, ,, , , 
18000,14,2.0,14, , 
18001, ,, , , 
18002,18,1.0,18,32,33
18003, ,, , , 
18004,13,2.0,17, , 
18005,21,2.0, , , 
18006, ,, , , 
18007,16,1.0,20,20,20
18008,18,2.0,19,20,20
18009,13,1.0,25, , 
18010,19,2.0,19, , 
18011, ,, , , 
18012,32,1.0,32, , 
18013,16,2.0,18, , 
18014,18,2.0,20,20,20
18015,9,1.0,15,20,20
18016,17,1.0,18,99,58
18017, ,, , , 
18018,16,1.0,16, , 
18019,16,2.0,17, , 
18020, ,, , , 
18021,13,1.0,15,47,48
18022, ,, , , 
18023,18,2.0,24, , 
18024, ,, , , 
18025,18,1.0,28,99,99
18026,14,1.0,14,25,26
18027, ,, , , 
18028, ,, , , 
18029,13,2.0,13,29,40
18030,22,1.0,23,30,55
18031, ,, , , 
18032,28,1.0,30, , 
18033, ,, , , 
18034,18,1.0,18,18,18
18035, ,, , , 
18036, ,, , , 
18037,15,1.0,15,17,17
18038,35,1.0,36, , 
18039, ,, , , 
18040,6,2.0,20,25,36
18041, ,, , , 
18042, ,, , , 
18043,9,2.0, , , 
18044, ,, , , 
18045,14,1.0,17,37,38
18046, ,, , , 
18047, ,, , , 
18048, ,, , , 
18049,15,2.0,18, , 
18050, ,, , , 
18051, ,, , , 
18052,26,2.0, , , 
18053,17,2.0,17,20,20
18054,19,2.0,19, , 
18055,14,1.0,14,51,52
18056, ,, , , 
18057, ,, , , 
18058, ,, , , 
18059,13,2.0,17, , 
18060, ,, , , 
18061,25,2.0,25, , 
18062, ,, , , 
18063,16,1.0,16, , 
18064, ,, , , 
18065, ,, , , 
18066, ,, , , 
18067, ,, , , 
18068, ,, , , 
18069, ,, , , 
18070, ,, , , 
18071, ,, , , 
18072,18,1.0, ,68,69
18073,16,2.0,19, , 
18074,16,1.0,17,21,22
18075, ,, , , 
18076,11,1.0,21, , 
18077, ,, , , 
18078, ,, , , 
18079,17,2.0, , , 
18080,30,1.0,30, , 
18081,15,1.0,19, , 
18082, ,, , , 
18083,18,2.0,22, , 
18084, ,, , , 
18085, ,, , , 
18086,16,1.0,16,16,24
18087, ,, , , 
18088,19,2.0,19, , 
18089, ,, ,18,26
18090,13,1.0,15, , 
18091,25,2.0,34, , 
18092,13,2.0,15, , 
18093, ,, , , 
18094, ,, , , 
18095, ,, , , 
18096, ,, , , 
18097, ,, , , 
18098,10,1.0,12,51,52
18099,12,2.0,21,99,12
18100,13,1.0,13,17,17
18101, ,, , , 
18102,16,2.0,20, , 
18103,23,2.0,30,57,57
18104,16,2.0,16, , 
18105,15,1.0,20, , 
18106, ,, , , 
18107, ,, , , 
18108, ,, , , 
18109, ,, , , 
18110,13,1.0,16,57,58
18111, ,, , , 
18112,7,1.0,15,44,45
18113, ,, , , 
18114, ,, , , 
18115,18,1.0,19,42,43
18116,14,2.0,14, , 
18117,19,1.0,20,29,30
18118, ,, , , 
18119, ,, , , 
18120, ,, , , 
18121, ,, , , 
18122,11,1.0,13, , 
18123,11,2.0,15, , 
18124, ,, , , 
18125, ,, , , 
18126, ,, , , 
18127, ,, , , 
18128,12,2.0,18,28,28
18129, ,, , , 
18130,19,1.0,21, , 
18131,14,1.0,16,69,69
18132,12,1.0,18, , 
18133,21,1.0,21, , 
18134, ,, , , 
18135,13,2.0,15, , 
18136, ,, , , 
18137,15,1.0,44, , 
18138,10,1.0,16,39,40
18139,99,1.0,18,40,41
18140, ,, , , 
18141,16,2.0,18,22,27
18142,16,2.0,16,37,37
18143, ,, , , 
18144, ,, , , 
18145, ,, , , 
18146, ,, , , 
18147,18,2.0,18,18,18
18148, ,, , , 
18149, ,, , , 
18150,11,1.0,99, , 
18151, ,, , , 
18152,10,1.0,14,25,25
18153,31,2.0,31, , 
18154, ,, , , 
18155,18,1.0,18, , 
18156, ,, , , 
18157,12,1.0, , , 
18158, ,, , , 
18159,17,2.0, , , 
18160, ,, , , 
18161,14,1.0,18,44,44
18162,13,2.0,20,21,21
18163, ,, , , 
18164,16,2.0,16, , 
18165, ,, , , 
18166,10,1.0,19,18,19
18167,11,1.0,13, , 
18168, ,, , , 
18169, ,, , , 
18170, ,, , , 
18171, ,, , , 
18172, ,, , , 
18173,10,1.0,16, , 
18174, ,, , , 
18175, ,, , , 
18176, ,, , , 
18177,15,1.0,16,33,34
18178, ,, , , 
18179, ,, , , 
18180, ,, , , 
18181, ,, , , 
18182,18,1.0,21,22,23
18183, ,, , , 
18184,9,1.0,16, , 
18185, ,, , , 
18186,7,2.0,18,16,16
18187,15,1.0,16,28,30
18188,10,2.0,16, , 
18189, ,, , , 
18190, ,, , , 
18191,19,2.0,19, , 
18192, ,, , , 
18193,18,1.0,21,30,30
18194, ,, , , 
18195, ,, , , 
18196, ,, , , 
18197, ,, , , 
18198,13,1.0,13,27,28
18199,30,1.0,30,55,56
18200,10,1.0,14,40,40
18201, ,, , , 
18202, ,, , , 
18203,15,1.0,16, , 
18204,15,2.0,35, , 
18205,15,1.0,30, , 
18206, ,, , , 
18207,36,1.0,37,52,52
18208,14,1.0,16,18,19
18209, ,, , , 
18210, ,, , , 
18211, ,, , , 
18212, ,, , , 
18213,15,2.0,16,44,44
18214,24,2.0, , , 
18215, ,, , , 
18216,28,2.0,28, , 
18217, ,, , , 
18218,18,2.0,18, , 
18219, ,, , , 
18220,15,2.0,18,20,20
18221, ,, , , 
18222,13,1.0,14,17,19
18223, ,, , , 
18224, ,, , , 
18225, ,, , , 
18226, ,, , , 
18227,17,2.0,99,40,69
18228, ,, , , 
18229,11,1.0,15,17,17
18230,16,1.0,16, , 
18231,18,1.0,20, , 
18232, ,, , , 
18233,19,1.0,19,30,39
18234, ,, , , 
18235, ,, , , 
18236,25,1.0,29, , 
18237, ,, , , 
18238,17,1.0,17,38,39
18239,12,2.0,15,25,25
18240, ,, , , 
18241, ,, , , 
18242, ,, , , 
18243, ,, ,15,15
18244, ,, , , 
18245, ,, , , 
18246, ,, , , 
18247,13,1.0,18,19,19
18248,18,2.0,20, , 
18249, ,, , , 
18250, ,, , , 
18251, ,, , , 
18252, ,, , , 
18253, ,, , , 
18254, ,, , , 
18255, ,, , , 
18256, ,, , , 
18257, ,, , , 
18258, ,, , , 
18259, ,, , , 
18260,15,1.0,16, , 
18261,16,2.0,16, , 
18262,17,1.0,18,30,31
18263,13,1.0,15,20,22
18264,17,1.0,18, , 
18265, ,, , , 
18266,19,1.0,21,21,21
18267, ,, , , 
18268, ,, , , 
18269,17,2.0,28,32,32
18270,12,1.0,18,24,25
18271,30,2.0,30, , 
18272,20,1.0,25, , 
18273, ,, , , 
18274, ,, , , 
18275,16,1.0, , , 
18276,14,1.0,35,36,36
18277, ,, , , 
18278, ,, , , 
18279,15,2.0,18, , 
18280,15,1.0,18, , 
18281,14,1.0,14,44,45
18282, ,, , , 
18283, ,, , , 
18284,18,1.0,18,99,99
18285,16,2.0,25, , 
18286,11,2.0,13,99,99
18287,17,2.0,99, , 
18288,14,1.0,16,16,42
18289,17,2.0,17, , 
18290,14,2.0,21, , 
18291, ,, , , 
18292,15,1.0,15, , 
18293, ,, , , 
18294, ,, , , 
18295, ,, , , 
18296,17,1.0,18, , 
18297,19,1.0,22,31,32
18298,14,1.0,14,30,30
18299, ,, , , 
18300,14,1.0,14,45,46
18301,19,1.0,20,21,21
18302,9,1.0,9,12,12
18303, ,, , , 
18304, ,, , , 
18305, ,, , , 
18306, ,, , , 
18307, ,, , , 
18308, ,, , , 
18309, ,, , , 
18310, ,, , , 
18311,13,1.0,15,18,18
18312,15,2.0,15, , 
18313, ,, , , 
18314,17,1.0,18,45,46
18315,13,1.0,13,27,28
18316,15,2.0,15, , 
18317,14,1.0,14, , 
18318,11,2.0,18,99,99
18319,18,1.0,18, , 
18320,18,1.0,20, , 
18321, ,, , , 
18322, ,, , , 
18323, ,, , , 
18324, ,, , , 
18325, ,, , , 
18326, ,, , , 
18327, ,, , , 
18328, ,, , , 
18329, ,, , , 
18330, ,, , , 
18331, ,, , , 
18332, ,, , , 
18333,23,1.0, ,30,99
18334, ,, , , 
18335, ,, , , 
18336,12,2.0,12, , 
18337,18,1.0, , , 
18338, ,, , , 
18339, ,, , , 
18340,15,1.0,15, , 
18341, ,, , , 
18342, ,, , , 
18343, ,, , , 
18344,17,1.0,17,44,45
18345,17,2.0,17, , 
18346, ,, , , 
18347, ,, , , 
18348,18,1.0,19, , 
18349,13,2.0,13, , 
18350,99,1.0,16, , 
18351, ,, , , 
18352,17,2.0,21,30,38
18353, ,, , , 
18354, ,, , , 
18355, ,, , , 
18356, ,, , , 
18357,14,1.0,18, , 
18358,16,2.0,20, , 
18359, ,, , , 
18360, ,, , , 
18361,21,2.0,21, , 
18362, ,, , , 
18363, ,, , , 
18364,13,2.0,16, , 
18365, ,, , , 
18366,13,2.0,14,14,14
18367,21,1.0,21,24,24
18368, ,, , , 
18369, ,, , , 
18370,19,2.0, , , 
18371, ,, , , 
18372, ,, , , 
18373,15,1.0,18,40,40
18374,15,1.0,27,27,99
18375, ,, , , 
18376,12,1.0,12,27,28
18377, ,, , , 
18378,15,1.0,18,35,47
18379,14,1.0,14,43,44
18380, ,, , , 
18381, ,, , , 
18382, ,, , , 
18383, ,, , , 
18384,12,1.0,12, , 
18385,20,2.0,20, , 
18386, ,, , , 
18387, ,, , , 
18388, ,, , , 
18389, ,, , , 
18390,17,2.0,17,22,99
18391, ,, , , 
18392,18,1.0,25, , 
18393,18,1.0,18, , 
18394,26,1.0,26, , 
18395,14,1.0,15, , 
18396, ,, , , 
18397, ,, , , 
18398, ,, , , 
18399, ,, , , 
18400,11,1.0,11,55,56
18401, ,, , , 
18402, ,, , , 
18403,16,1.0,17, , 
18404, ,, , , 
18405, ,, , , 
18406, ,, , , 
18407, ,, , , 
18408,8,1.0,8,25,25
18409, ,, , , 
18410, ,, , , 
18411, ,, , , 
18412, ,, , , 
18413, ,, , , 
18414, ,, , , 
18415, ,, , , 
18416, ,, , , 
18417, ,, , , 
18418,18,1.0,18,23,23
18419,20,1.0,20,33,34
18420, ,, , , 
18421, ,, , , 
18422, ,, , , 
18423,13,1.0,21,38,38
18424,15,2.0,15, , 
18425, ,, , , 
18426,19,2.0,21, , 
18427,20,1.0, , , 
18428, ,, , , 
18429,16,1.0,18, , 
18430,14,1.0,14, , 
18431,19,1.0,19,45,45
18432, ,, , , 
18433, ,, , , 
18434,19,1.0,21,99,99
18435, ,, , , 
18436, ,, , , 
18437,18,1.0, , , 
18438,28,1.0,29, , 
18439, ,, , , 
18440,15,1.0,15, , 
18441,15,2.0,15, , 
18442, ,, , , 
18443, ,, , , 
18444, ,, , , 
18445,15,2.0, , , 
18446, ,, , , 
18447, ,, , , 
18448, ,, , , 
18449,12,1.0,29,38,39
18450,18,1.0, , , 
18451, ,, , , 
18452,25,1.0,29,25,25
18453,17,1.0,21,33,34
18454,15,2.0,18,23,23
18455,12,1.0,13,21,26
18456, ,, , , 
18457,29,2.0,29, , 
18458,12,1.0,17, , 
18459, ,, , , 
18460,10,1.0,15,15,20
18461, ,, , , 
18462, ,, , , 
18463, ,, , , 
18464, ,, , , 
18465,15,1.0, , , 
18466, ,, , , 
18467,19,1.0,19,26,27
18468,16,2.0,18, , 
18469, ,, , , 
18470, ,, , , 
18471, ,, , , 
18472,13,1.0,15, , 
18473, ,, , , 
18474, ,, , , 
18475, ,, , , 
18476, ,, , , 
18477, ,, , , 
18478,12,1.0,15,21,21
18479, ,, , , 
18480,13,1.0,13,15,48
18481, ,, , , 
18482, ,, , , 
18483,21,2.0,21,28,28
18484, ,, , , 
18485, ,, , , 
18486,16,1.0,18,41,42
18487, ,, , , 
18488, ,, , , 
18489, ,, , , 
18490, ,, ,40,41
18491,15,2.0,15, , 
18492, ,, , , 
18493, ,, , , 
18494, ,, , , 
18495,13,2.0,13, , 
18496, ,, , , 
18497, ,, , , 
18498, ,, , , 
18499, ,, , , 
18500,17,2.0,17, , 
18501,16,2.0,18,20,20
18502, ,, , , 
18503, ,, , , 
18504, ,, , , 
18505, ,, , , 
18506,16,2.0,18, , 
18507, ,, , , 
18508, ,, , , 
18509, ,, , , 
18510, ,, , , 
18511,14,2.0,21, , 
18512, ,, , , 
18513,18,2.0,19, , 
18514, ,, , , 
18515,15,2.0,17, , 
18516, ,, , , 
18517, ,, , , 
18518, ,, , , 
18519,18,2.0,18, , 
18520,18,2.0,18, , 
18521, ,, , , 
18522,5,2.0,15,33,35
18523,12,2.0, , , 
18524, ,, , , 
18525,10,1.0,15,51,52
18526, ,, , , 
18527,13,1.0,14, , 
18528, ,, , , 
18529,13,1.0,15,26,27
18530,16,1.0,18,20,20
18531,17,1.0,17, , 
18532, ,, , , 
18533, ,, , , 
18534,14,1.0,14,44,45
18535, ,, , , 
18536,15,2.0,22, , 
18537, ,, , , 
18538,15,1.0,15,34,35
18539, ,, , , 
18540, ,, , , 
18541,16,2.0,17,43,43
18542, ,, , , 
18543,10,1.0,16,36,36
18544, ,, , , 
18545,17,1.0,18,20,20
18546,21,1.0,21, , 
18547, ,, , , 
18548,10,1.0,23,23,23
18549,17,2.0,17, , 
18550,17,1.0,18, , 
18551, ,, , , 
18552, ,, , , 
18553,22,1.0,23, , 
18554,14,2.0, , , 
18555,17,1.0,17, , 
18556, ,, , , 
18557, ,, , , 
18558,14,1.0,18, , 
18559, ,, , , 
18560,16,1.0,16,99,99
18561, ,, , , 
18562,14,2.0,14, , 
18563,26,1.0,26,59,59
18564, ,, , , 
18565, ,, , , 
18566,12,2.0,12, , 
18567,24,2.0,24, , 
18568, ,, , , 
18569,12,1.0,13,13,13
18570,16,1.0,18,22,22
18571, ,, , , 
18572,16,2.0, , , 
18573,15,1.0,16,36,37
18574, ,, , , 
18575, ,, , , 
18576, ,, , , 
18577, ,, ,19,25
18578, ,, , , 
18579,20,1.0,23,25,25
18580, ,, , , 
18581, ,, , , 
18582,17,2.0,29, , 
18583, ,, , , 
18584,15,1.0,15, , 
18585,16,2.0,16, , 
18586,15,1.0,30, , 
18587, ,, , , 
18588,13,1.0,16,72,73
18589,15,1.0, ,18,26
18590, ,, , , 
18591, ,, , , 
18592,16,1.0,20, , 
18593,21,2.0,25,45,45
18594, ,, , , 
18595, ,, , , 
18596,18,1.0, , , 
18597,14,1.0,15,15,15
18598, ,, , , 
18599,19,2.0,21,25,30
18600,17,1.0,18,45,46
18601, ,, , , 
18602, ,, , , 
18603, ,, , , 
18604,30,1.0,31, , 
18605,16,1.0,18,99,99
18606, ,, , , 
18607, ,, , , 
18608, ,, , , 
18609,18,1.0,24, , 
18610,15,2.0,15, , 
18611,14,2.0,15, , 
18612,19,1.0,19,29,30
18613,14,2.0,16,33,33
18614,22,1.0,22,50,51
18615, ,, , , 
18616, ,, , , 
18617, ,, , , 
18618, ,, , , 
18619, ,, , , 
18620, ,, , , 
18621,12,1.0,14,99,99
18622, ,, , , 
18623, ,, , , 
18624, ,, , , 
18625, ,, , , 
18626, ,, , , 
18627,11,2.0,15, , 
18628, ,, , , 
18629,15,1.0,18, , 
18630,17,1.0,99, , 
18631,8,1.0,15,18,18
18632,18,1.0,21,26,45
18633, ,, , , 
18634, ,, , , 
18635,6,2.0,22, , 
18636, ,, , , 
18637,9,1.0,15, , 
18638,16,1.0, , , 
18639, ,, , , 
18640, ,, , , 
18641, ,, , , 
18642, ,, , , 
18643, ,, , , 
18644,18,2.0,18, , 
18645, ,, , , 
18646, ,, , , 
18647, ,, , , 
18648,16,1.0,16,23,24
18649,16,2.0, , , 
18650, ,, , , 
18651, ,, , , 
18652,15,1.0, , , 
18653, ,, , , 
18654,21,2.0,30, , 
18655, ,, , , 
18656, ,, , , 
18657, ,, , , 
18658, ,, , , 
18659,17,2.0, , , 
18660,18,2.0,99, , 
18661, ,, , , 
18662, ,, , , 
18663, ,, , , 
18664, ,, , , 
18665,17,1.0,18,44,45
18666,15,2.0,19, , 
18667,15,1.0,15, , 
18668, ,, , , 
18669,34,1.0,34, , 
18670,9,1.0,9, , 
18671, ,, , , 
18672,18,2.0,18, , 
18673,14,1.0,19,36,37
18674,19,1.0,21, , 
18675, ,, , , 
18676, ,, , , 
18677, ,, , , 
18678,16,1.0,20,22,22
18679, ,, , , 
18680,22,2.0,22, , 
18681, ,, , , 
18682, ,, , , 
18683, ,, , , 
18684, ,, , , 
18685, ,, , , 
18686, ,, , , 
18687,28,1.0,28, , 
18688,99,2.0,35, , 
18689, ,, , , 
18690, ,, , , 
18691, ,, , , 
18692, ,, , , 
18693, ,, , , 
18694,15,1.0,20,20,37
18695, ,, , , 
18696,14,1.0,18,40,99
18697,28,2.0,29, , 
18698,18,1.0,20,22,23
18699, ,, , , 
18700, ,, , , 
18701,18,2.0,25, , 
18702,25,2.0,25,37,37
18703,19,1.0,33,32,33
18704,14,1.0,20,50,50
18705, ,, , , 
18706, ,, , , 
18707,13,2.0,20,99,99
18708, ,, , , 
18709, ,, , , 
18710,17,2.0, , , 
18711,12,1.0,15,15,99
18712, ,, , , 
18713,12,2.0,17, , 
18714,13,1.0,13, , 
18715, ,, , , 
18716, ,, , , 
18717,19,1.0,21,22,22
18718,15,2.0,16, , 
18719, ,, , , 
18720,16,1.0,23,59,60
18721, ,, , , 
18722,14,1.0,18,29,43
18723,15,2.0,18, , 
18724,17,1.0,59, , 
18725, ,, , , 
18726, ,, , , 
18727, ,, , , 
18728,21,1.0,21,21,21
18729, ,, , , 
18730,13,1.0,14,19,27
18731,99,2.0, , , 
18732,12,1.0,16, , 
18733, ,, , , 
18734, ,, , , 
18735,16,2.0,16, , 
18736, ,, , , 
18737, ,, , , 
18738, ,, , , 
18739, ,, , , 
18740, ,, , , 
18741, ,, , , 
18742,19,1.0,19, , 
18743, ,, , , 
18744, ,, , , 
18745, ,, , , 
18746, ,, , , 
18747, ,, , , 
18748,18,1.0,20, , 
18749,21,2.0,21, , 
18750, ,, , , 
18751,17,1.0,22,30,54
18752, ,, , , 
18753, ,, , , 
18754, ,, , , 
18755, ,, , , 
18756,18,2.0,20, , 
18757,20,2.0,20, , 
18758,16,1.0,17, , 
18759, ,, , , 
18760,18,2.0, , , 
18761, ,, , , 
18762,22,1.0,22,23,35
18763,21,1.0,22, , 
18764,9,1.0,10,17,17
18765,16,2.0,19,99,26
18766,99,2.0,99, , 
18767, ,, , , 
18768, ,, , , 
18769,13,2.0,13, , 
18770, ,, , , 
18771,20,1.0,23, , 
18772,18,2.0,19, , 
18773,25,2.0,25, , 
18774,99,2.0,99, , 
18775,24,1.0,24, , 
18776, ,, , , 
18777,16,2.0,22,24,24
18778, ,, , , 
18779,17,1.0,17, , 
18780, ,, , , 
18781, ,, , , 
18782,18,2.0,18, , 
18783,12,1.0,15,40,41
18784, ,, , , 
18785,15,1.0,17, , 
18786,23,2.0,26, , 
18787, ,, , , 
18788,18,1.0,18,45,46
18789, ,, , , 
18790,15,1.0, , , 
18791,11,1.0,15,38,39
18792, ,, , , 
18793, ,, , , 
18794, ,, , , 
18795, ,, , , 
18796,14,1.0,40,43,44
18797, ,, , , 
18798, ,, , , 
18799,15,1.0,15,48,49
18800, ,, , , 
18801, ,, , , 
18802,14,2.0,16,16,27
18803, ,, , , 
18804, ,, , , 
18805,14,1.0, , , 
18806,9,1.0,15,62,63
18807, ,, , , 
18808, ,, , , 
18809, ,, , , 
18810, ,, , , 
18811, ,, , , 
18812, ,, , , 
18813, ,, , , 
18814, ,, , , 
18815,17,2.0,18, , 
18816,17,1.0,18, , 
18817, ,, , , 
18818,19,1.0,19, , 
18819, ,, , , 
18820,16,2.0,18, , 
18821,13,2.0,18, , 
18822, ,, , , 
18823,14,1.0,15, , 
18824, ,, , , 
18825, ,, , , 
18826, ,, , , 
18827,16,2.0,16, , 
18828, ,, , , 
18829, ,, , , 
18830,15,1.0,15,23,23
18831,18,2.0,18,44,44
18832, ,, , , 
18833, ,, , , 
18834, ,, , , 
18835,14,1.0,15,23,25
18836,18,1.0,22,25,26
18837, ,, , , 
18838, ,, , , 
18839, ,, , , 
18840, ,, , , 
18841, ,, , , 
18842, ,, , , 
18843, ,, , , 
18844,18,1.0,41, , 
18845,14,1.0,16,18,18
18846, ,, , , 
18847, ,, , , 
18848,20,2.0,20, , 
18849,24,2.0,25, , 
18850, ,, , , 
18851, ,, , , 
18852, ,, , , 
18853,16,1.0,16, , 
18854,15,1.0,16, , 
18855, ,, , , 
18856,12,1.0,18,20,35
18857, ,, , , 
18858,18,2.0,19, , 
18859, ,, , , 
18860,15,1.0,15,23,24
18861, ,, , , 
18862,36,2.0,36, , 
18863, ,, , , 
18864, ,, , , 
18865, ,, , , 
18866, ,, , , 
18867, ,, , , 
18868,16,1.0,16,28,29
18869, ,, , , 
18870, ,, , , 
18871,17,1.0,17, , 
18872,18,1.0,18,45,46
18873,43,2.0,43, , 
18874,16,2.0, , , 
18875, ,, , , 
18876,19,1.0,19, , 
18877, ,, , , 
18878,24,1.0,25,40,41
18879, ,, , , 
18880,18,2.0,18, , 
18881,99,1.0,18,25,25
18882,18,1.0,18,19,20
18883,12,2.0,18, , 
18884, ,, , , 
18885, ,, , , 
18886,14,1.0,14,18,18
18887,6,2.0,18,54,54
18888,23,2.0,25, , 
18889,15,2.0,15, , 
18890,17,2.0,20, , 
18891, ,, , , 
18892, ,, , , 
18893, ,, , , 
18894,17,2.0,18, , 
18895, ,, , , 
18896,15,1.0,15,38,39
18897, ,, , , 
18898,14,2.0,15,41,41
18899, ,, , , 
18900, ,, , , 
18901, ,, , , 
18902,16,2.0,21, , 
18903,15,1.0,18,18,18
18904,16,1.0,16,62,63
18905, ,, , , 
18906, ,, , , 
18907,17,1.0, , , 
18908,14,2.0, , , 
18909, ,, , , 
18910,20,1.0,20,40,40
18911,16,2.0,16, , 
18912, ,, , , 
18913, ,, , , 
18914,20,2.0,20,20,20
18915, ,, , , 
18916,16,2.0,19, , 
18917, ,, , , 
18918, ,, , , 
18919,14,2.0,18, , 
18920,14,2.0,18, , 
18921, ,, , , 
18922,15,1.0,17, , 
18923,15,1.0,26,29,30
18924,17,1.0,21,21,29
18925,20,1.0,21,99,39
18926, ,, , , 
18927,20,2.0,20, , 
18928, ,, , , 
18929, ,, , , 
18930,17,2.0,17, , 
18931, ,, , , 
18932, ,, , , 
18933, ,, , , 
18934, ,, , , 
18935,19,1.0,27, , 
18936, ,, , , 
18937, ,, , , 
18938,20,1.0,20,53,54
18939,15,1.0,15, , 
18940,99,1.0,14,99,99
18941, ,, , , 
18942,17,1.0, , , 
18943, ,, , , 
18944, ,, , , 
18945, ,, , , 
18946, ,, , , 
18947, ,, , , 
18948, ,, , , 
18949, ,, , , 
18950,12,2.0,13, , 
18951,28,2.0,28,43,43
18952,15,1.0,15, , 
18953, ,, , , 
18954, ,, , , 
18955,16,1.0,16,22,23
18956, ,, , , 
18957,15,1.0,16,54,55
18958, ,, , , 
18959,16,1.0,16,36,37
18960, ,, , , 
18961,23,1.0,23, , 
18962, ,, , , 
18963,15,2.0,15, , 
18964, ,, , , 
18965, ,, , , 
18966, ,, , , 
18967,16,1.0,16,43,44
18968, ,, , , 
18969,13,2.0,15, , 
18970, ,, , , 
18971, ,, , , 
18972, ,, , , 
18973, ,, , , 
18974,18,2.0,18,47,47
18975,16,2.0,24, , 
18976, ,, , , 
18977,17,1.0, , , 
18978, ,, , , 
18979, ,, , , 
18980, ,, , , 
18981, ,, , , 
18982, ,, , , 
18983,14,2.0,18,42,49
18984, ,, , , 
18985, ,, , , 
18986, ,, , , 
18987, ,, , , 
18988, ,, , , 
18989, ,, , , 
18990, ,, , , 
18991,17,1.0,17,17,50
18992, ,, , , 
18993,17,1.0,30, , 
18994, ,, , , 
18995, ,, , , 
18996, ,, , , 
18997, ,, , , 
18998,8,1.0,16,50,50
18999, ,, , , 
19000,24,1.0,24, , 
19001, ,, , , 
19002, ,, , , 
19003,16,2.0,16,17,17
19004, ,, , , 
19005,16,1.0,18,19,19
19006, ,, , , 
19007, ,, , , 
19008, ,, , , 
19009, ,, , , 
19010,14,1.0,16,16,16
19011, ,, , , 
19012, ,, , , 
19013,15,2.0,18, , 
19014, ,, , , 
19015,16,2.0,16, , 
19016, ,, , , 
19017, ,, , , 
19018, ,, , , 
19019,18,2.0,32, , 
19020, ,, , , 
19021, ,, , , 
19022,21,1.0,21,48,49
19023, ,, , , 
19024, ,, , , 
19025,13,1.0,15,19,24
19026, ,, , , 
19027,13,1.0,13,33,34
19028,14,1.0,14,28,28
19029, ,, , , 
19030, ,, , , 
19031, ,, , , 
19032, ,, , , 
19033, ,, , , 
19034, ,, , , 
19035,18,2.0, , , 
19036,16,1.0,17, , 
19037, ,, , , 
19038,30,1.0,30, , 
19039, ,, , , 
19040, ,, , , 
19041, ,, , , 
19042, ,, , , 
19043, ,, , , 
19044,16,2.0,16, , 
19045,15,1.0,17,21,22
19046,16,1.0,16,21,22
19047,16,1.0,20,15,15
19048,30,2.0,30, , 
19049, ,, , , 
19050, ,, , , 
19051,16,2.0,25,40,40
19052, ,, , , 
19053,17,1.0,17, , 
19054, ,, , , 
19055, ,, , , 
19056, ,, , , 
19057, ,, , , 
19058, ,, , , 
19059, ,, , , 
19060,10,2.0, , , 
19061, ,, , , 
19062,15,1.0,19,25,25
19063, ,, , , 
19064, ,, , , 
19065, ,, , , 
19066, ,, , , 
19067,14,2.0,16,21,37
19068,12,2.0,15,21,21
19069, ,, , , 
19070,11,1.0,22,54,55
19071, ,, , , 
19072, ,, , , 
19073,19,2.0,19, , 
19074,16,1.0,18, , 
19075, ,, , , 
19076,18,1.0,18, , 
19077, ,, , , 
19078, ,, , , 
19079, ,, , , 
19080, ,, , , 
19081, ,, , , 
19082, ,, , , 
19083,20,2.0,20, , 
19084,17,1.0,17, , 
19085,19,1.0,23,29,30
19086,18,2.0,18, , 
19087, ,, , , 
19088,15,1.0,18,21,21
19089,16,2.0,30, , 
19090, ,, , , 
19091, ,, , , 
19092,21,2.0,21, , 
19093,19,2.0,19, , 
19094,15,1.0,17,22,23
19095,10,1.0,10, , 
19096, ,, , , 
19097,16,2.0,16, , 
19098,23,1.0,25,32,33
19099, ,, , , 
19100,22,2.0,22, , 
19101, ,, , , 
19102, ,, , , 
19103,22,1.0,25,51,52
19104, ,, , , 
19105, ,, , , 
19106, ,, , , 
19107,20,2.0,20,58,59
19108,18,1.0,18,30,30
19109, ,, , , 
19110,13,2.0,13, , 
19111,15,1.0,18,36,37
19112, ,, , , 
19113, ,, , , 
19114, ,, , , 
19115, ,, , , 
19116,13,2.0,18,22,22
19117, ,, , , 
19118, ,, , , 
19119,19,2.0, , , 
