,S3AQ2A1,CHECK321,S3AQ51,S3AQ10D,S3AQ10GR
16787, ,, , , 
16788,21,1.0, , , 
16789,31,2.0, , , 
16790, ,, , , 
16791,24,1.0,24, , 
16792, ,, , , 
16793, ,, , , 
16794,15,2.0,15,27,27
16795,20,1.0,21,24,25
16796, ,, ,21,22
16797, ,, , , 
16798, ,, , , 
16799, ,, , , 
16800, ,, , , 
16801,12,1.0,13,28,29
16802, ,, , , 
16803,21,2.0,21, , 
16804,20,2.0,23, , 
16805,14,1.0,17,18,18
16806, ,, , , 
16807, ,, , , 
16808, ,, , , 
16809,26,1.0,26, , 
16810, ,, , , 
16811,14,2.0,19, , 
16812,17,2.0,20, , 
16813,16,2.0,16, , 
16814, ,, , , 
16815, ,, , , 
16816,12,2.0,13, , 
16817, ,, , , 
16818, ,, , , 
16819, ,, , , 
16820,18,1.0,18,19,25
16821,16,2.0,17, , 
16822,18,1.0,19, , 
16823,26,1.0,32,49,50
16824, ,, , , 
16825, ,, , , 
16826, ,, , , 
16827,11,1.0,17,18,18
16828, ,, , , 
16829,14,2.0,17, , 
16830,18,1.0,20,20,28
16831, ,, , , 
16832,15,1.0,16,18,18
16833, ,, , , 
16834, ,, , , 
16835, ,, , , 
16836, ,, , , 
16837, ,, , , 
16838,14,1.0,18,25,99
16839, ,, , , 
16840,16,2.0,18,19,19
16841,12,1.0,18,25,25
16842,14,2.0,15,15,15
16843,17,2.0,17, , 
16844,8,1.0,15,27,27
16845, ,, , , 
16846,16,2.0,17,18,18
16847, ,, , , 
16848, ,, , , 
16849, ,, , , 
16850,28,2.0, , , 
16851,15,1.0,20,99,50
16852, ,, , , 
16853, ,, , , 
16854,20,2.0,20, , 
16855,16,1.0,16, , 
16856,18,2.0, , , 
16857, ,, , , 
16858, ,, , , 
16859, ,, , , 
16860,19,1.0, , , 
16861, ,, , , 
16862, ,, , , 
16863, ,, , , 
16864, ,, , , 
16865, ,, , , 
16866,20,2.0,20, , 
16867,19,1.0,23,23,25
16868, ,, , , 
16869,15,1.0,16,45,46
16870, ,, , , 
16871,19,2.0,21, , 
16872,18,1.0,18, , 
16873,15,1.0,18, , 
16874,19,1.0,21,29,30
16875, ,, , , 
16876, ,, , , 
16877, ,, , , 
16878, ,, , , 
16879,16,2.0,23, , 
16880, ,, , , 
16881,16,2.0,16, , 
16882, ,, ,59,60
16883,17,2.0,17,17,31
16884,19,1.0,19,19,19
16885,15,1.0,15,52,53
16886,16,2.0,18, , 
16887, ,, , , 
16888, ,, , , 
16889, ,, , , 
16890, ,, , , 
16891,14,1.0,14,65,66
16892,16,2.0,20, , 
16893, ,, , , 
16894, ,, , , 
16895,18,1.0,21, , 
16896, ,, , , 
16897, ,, ,35,36
16898, ,, , , 
16899, ,, , , 
16900, ,, , , 
16901, ,, , , 
16902, ,, , , 
16903,20,1.0,23,39,39
16904, ,, , , 
16905,20,1.0,22,44,45
16906,27,2.0,27, , 
16907, ,, , , 
16908,16,1.0,17,39,40
16909,14,1.0,18,42,43
16910,14,1.0,14,20,20
16911,14,2.0,15,18,18
16912,13,1.0,15,51,52
16913, ,, , , 
16914, ,, , , 
16915, ,, , , 
16916,13,2.0,17, , 
16917,13,1.0,13,19,20
16918, ,, , , 
16919,20,1.0,20,78,79
16920, ,, , , 
16921,20,1.0,20, , 
16922, ,, , , 
16923, ,, , , 
16924,16,1.0,18, , 
16925,13,1.0,18,29,30
16926,12,1.0,12,53,54
16927,17,2.0,18, , 
16928, ,, , , 
16929, ,, , , 
16930, ,, , , 
16931, ,, , , 
16932, ,, , , 
16933, ,, , , 
16934, ,, , , 
16935, ,, , , 
16936, ,, , , 
16937,13,2.0,21,21,21
16938,18,1.0,30, , 
16939,17,1.0, , , 
16940, ,, , , 
16941,14,1.0, , , 
16942, ,, , , 
16943, ,, , , 
16944, ,, , , 
16945,18,1.0,18,21,99
16946,18,2.0,18, , 
16947, ,, , , 
16948, ,, , , 
16949, ,, , , 
16950, ,, , , 
16951, ,, , , 
16952,14,2.0,15,20,20
16953, ,, , , 
16954, ,, , , 
16955,20,1.0,20, , 
16956, ,, , , 
16957,13,1.0,13, , 
16958, ,, , , 
16959,13,2.0,13, , 
16960, ,, , , 
16961, ,, , , 
16962, ,, , , 
16963, ,, , , 
16964, ,, , , 
16965,14,2.0,18, , 
16966, ,, , , 
16967, ,, , , 
16968,21,1.0,21,24,25
16969, ,, , , 
16970,16,2.0,16, , 
16971, ,, , , 
16972,18,2.0,18, , 
16973,13,1.0,13,18,18
16974, ,, , , 
16975, ,, , , 
16976, ,, , , 
16977,15,2.0, , , 
16978,19,1.0, , , 
16979,17,1.0,22,26,27
16980, ,, , , 
16981, ,, , , 
16982, ,, , , 
16983, ,, , , 
16984, ,, , , 
16985,15,1.0,22, , 
16986, ,, , , 
16987, ,, , , 
16988, ,, , , 
16989, ,, , , 
16990, ,, , , 
16991,16,2.0, , , 
16992,25,2.0, , , 
16993, ,, , , 
16994,19,1.0,19,28,29
16995,17,2.0,18, , 
16996,14,2.0,15, , 
16997,18,2.0,19, , 
16998,18,2.0,18, , 
16999, ,, , , 
17000, ,, , , 
17001, ,, , , 
17002,20,1.0,99,37,37
17003, ,, , , 
17004, ,, , , 
17005, ,, , , 
17006,19,2.0, , , 
17007,16,2.0,20, , 
17008, ,, , , 
17009,27,2.0,27, , 
17010,14,1.0,20, , 
17011, ,, , , 
17012, ,, , , 
17013, ,, , , 
17014, ,, , , 
17015,19,1.0,20, , 
17016, ,, , , 
17017,15,2.0,25,25,42
17018,6,1.0,14, , 
17019, ,, , , 
17020, ,, , , 
17021,16,1.0,21, , 
17022, ,, , , 
17023,20,2.0,22,38,38
17024,15,1.0,30,25,34
17025, ,, , , 
17026, ,, , , 
17027,11,2.0,17,55,55
17028, ,, , , 
17029, ,, ,35,35
17030, ,, , , 
17031, ,, , , 
17032,19,1.0,19,22,22
17033,14,1.0,14, , 
17034,16,1.0,20,41,42
17035,12,1.0,17,17,17
17036,6,1.0,25, , 
17037,16,2.0,18, , 
17038, ,, , , 
17039,18,1.0,18, , 
17040,28,2.0,36,38,38
17041, ,, , , 
17042,23,1.0,23, , 
17043, ,, , , 
17044, ,, , , 
17045, ,, , , 
17046, ,, , , 
17047,5,2.0,17, , 
17048,18,2.0,21, , 
17049,30,2.0, , , 
17050, ,, , , 
17051,9,2.0,99, , 
17052, ,, , , 
17053,21,1.0,21,22,22
17054, ,, , , 
17055,13,2.0,18, , 
17056,16,2.0,18, , 
17057,24,1.0,24,30,30
17058, ,, , , 
17059, ,, , , 
17060, ,, , , 
17061, ,, , , 
17062, ,, , , 
17063,16,1.0,17, , 
17064, ,, , , 
17065, ,, , , 
17066, ,, , , 
17067, ,, , , 
17068, ,, , , 
17069, ,, , , 
17070, ,, , , 
17071, ,, , , 
17072, ,, , , 
17073,15,2.0,18, , 
17074, ,, , , 
17075,15,2.0,15,99,67
17076,19,1.0,19,22,23
17077, ,, , , 
17078, ,, , , 
17079, ,, , , 
17080, ,, , , 
17081, ,, , , 
17082, ,, , , 
17083,13,2.0,16, , 
17084,11,2.0,11, , 
17085, ,, , , 
17086, ,, , , 
17087, ,, , , 
17088, ,, , , 
17089, ,, , , 
17090, ,, , , 
17091, ,, , , 
17092, ,, , , 
17093,30,1.0, , , 
17094, ,, , , 
17095, ,, , , 
17096,20,2.0, , , 
17097, ,, , , 
17098, ,, , , 
17099, ,, , , 
17100,20,2.0,45, , 
17101,99,9.0, , , 
17102, ,, , , 
17103, ,, , , 
17104, ,, , , 
17105, ,, , , 
17106,12,1.0,16,30,31
17107,12,2.0, , , 
17108, ,, , , 
17109, ,, , , 
17110, ,, , , 
17111, ,, , , 
17112,17,1.0,18, , 
17113, ,, , , 
17114, ,, , , 
17115,16,1.0,16, , 
17116,17,1.0,18, , 
17117, ,, , , 
17118,19,2.0,20, , 
17119, ,, , , 
17120, ,, , , 
17121,16,2.0,19, , 
17122, ,, , , 
17123,17,1.0,18,25,26
17124, ,, , , 
17125,16,1.0,21,36,36
17126, ,, , , 
17127, ,, , , 
17128, ,, , , 
17129, ,, , , 
17130,18,1.0,20,22,22
17131,16,1.0,16,31,32
17132,19,1.0,19,37,37
17133,12,1.0,12,17,18
17134, ,, , , 
17135, ,, , , 
17136, ,, , , 
17137, ,, , , 
17138,18,1.0,19,22,30
17139, ,, , , 
17140,13,1.0,19,20,28
17141,18,1.0,20,26,38
17142,10,1.0,16,23,23
17143,16,2.0,21, , 
17144,17,1.0,17,18,18
17145,15,2.0,18,99,99
17146, ,, , , 
17147,14,1.0,17,35,35
17148,10,2.0,16, , 
17149,15,2.0,15, , 
17150, ,, , , 
17151,15,1.0,21,28,37
17152, ,, , , 
17153,13,1.0,99,35,35
17154,21,2.0,22, , 
17155,15,2.0,15, , 
17156,16,2.0,19, , 
17157,15,2.0,18, , 
17158, ,, , , 
17159, ,, , , 
17160,17,2.0,19, , 
17161,19,2.0,19,22,48
17162,25,1.0,27, , 
17163, ,, , , 
17164, ,, , , 
17165,19,2.0,30, , 
17166, ,, , , 
17167,20,1.0,20,40,40
17168,18,2.0,18,41,42
17169, ,, , , 
17170, ,, , , 
17171,16,2.0,17, , 
17172, ,, , , 
17173, ,, , , 
17174, ,, , , 
17175,15,2.0,19,32,32
17176, ,, , , 
17177, ,, , , 
17178,19,2.0,19, , 
17179, ,, , , 
17180,16,1.0,18,22,22
17181,13,1.0,16,16,16
17182,32,1.0,32, , 
17183,16,1.0,19, , 
17184,28,2.0,28, , 
17185,17,2.0,17, , 
17186, ,, , , 
17187, ,, , , 
17188, ,, , , 
17189,15,1.0, , , 
17190, ,, , , 
17191,15,1.0,15, , 
17192, ,, , , 
17193,16,2.0,99, , 
17194, ,, , , 
17195, ,, , , 
17196, ,, , , 
17197, ,, , , 
17198, ,, , , 
17199,13,1.0,13,99,99
17200, ,, , , 
17201,22,2.0,22, , 
17202, ,, , , 
17203, ,, , , 
17204, ,, , , 
17205,12,1.0,18,30,42
17206, ,, , , 
17207,10,2.0,18, , 
17208,8,2.0,13,13,35
17209, ,, , , 
17210,14,1.0,30,45,46
17211,15,2.0,99, , 
17212,20,2.0, , , 
17213, ,, , , 
17214, ,, , , 
17215,17,1.0,17,23,23
17216, ,, , , 
17217,17,1.0,18,24,43
17218, ,, , , 
17219,17,1.0,17, , 
17220, ,, , , 
17221, ,, , , 
17222, ,, , , 
17223,18,1.0,21,99,61
17224, ,, , , 
17225, ,, , , 
17226,16,1.0,16, , 
17227,14,1.0,16,22,23
17228,18,2.0,19,18,18
17229, ,, , , 
17230, ,, , , 
17231,16,1.0,18,19,19
17232,12,1.0,18,19,28
17233, ,, , , 
17234,12,2.0,12, , 
17235,16,2.0,19, , 
17236,17,1.0,18,22,23
17237, ,, , , 
17238,18,2.0,19, , 
17239, ,, , , 
17240,14,1.0,16, , 
17241, ,, , , 
17242,17,1.0,17,44,45
17243, ,, , , 
17244, ,, , , 
17245,8,1.0,8, , 
17246, ,, , , 
17247,14,2.0,18, , 
17248, ,, , , 
17249, ,, , , 
17250, ,, , , 
17251,14,1.0,16,22,23
17252,15,2.0,16, , 
17253,19,1.0,19, , 
17254,15,1.0,18,40,40
17255,17,1.0,17,16,16
17256, ,, , , 
17257, ,, , , 
17258, ,, , , 
17259, ,, , , 
17260, ,, , , 
17261,14,1.0,16,18,19
17262, ,, , , 
17263, ,, , , 
17264,40,1.0,40,63,63
17265,17,1.0,17,62,63
17266, ,, , , 
17267, ,, , , 
17268,16,1.0, , , 
17269, ,, , , 
17270, ,, , , 
17271,16,2.0, , , 
17272, ,, , , 
17273,15,1.0,16,18,18
17274, ,, , , 
17275, ,, , , 
17276, ,, , , 
17277,15,1.0,18,21,34
17278, ,, , , 
17279, ,, , , 
17280,18,2.0,18, , 
17281,18,2.0,20, , 
17282, ,, , , 
17283,21,1.0,21,36,37
17284,25,1.0,25,25,25
17285,19,2.0,19, , 
17286,14,1.0,16, , 
17287,15,1.0,17,34,35
17288, ,, , , 
17289,17,2.0,20, , 
17290,13,1.0,13,20,20
17291,18,1.0,18, , 
17292, ,, , , 
17293,13,1.0,13, , 
17294,15,2.0, , , 
17295, ,, , , 
17296,16,1.0,21, , 
17297,18,1.0,20, , 
17298,19,1.0,19, , 
17299, ,, , , 
17300,12,1.0,15, , 
17301,17,1.0,17, , 
17302,10,1.0,14, , 
17303,19,2.0,21, , 
17304,11,2.0,17, , 
17305,16,2.0,22, , 
17306, ,, , , 
17307,18,2.0,18, , 
17308, ,, , , 
17309,18,1.0,21, , 
17310,18,1.0,18, , 
17311,19,2.0,20, , 
17312,15,2.0,15, , 
17313, ,, , , 
17314,16,1.0,16,18,99
17315,14,2.0, , , 
17316,17,1.0,17,35,35
17317, ,, , , 
17318,12,2.0,15,35,43
17319, ,, , , 
17320,14,1.0,17,17,30
17321, ,, , , 
17322,13,1.0,17,21,21
17323, ,, , , 
17324, ,, , , 
17325, ,, , , 
17326, ,, , , 
17327, ,, , , 
17328,17,1.0,17,47,48
17329,17,1.0,28, , 
17330,16,1.0,35, , 
17331,15,2.0,17, , 
17332,22,1.0,23,39,40
17333, ,, , , 
17334,13,2.0, , , 
17335, ,, , , 
17336,15,2.0,15, , 
17337,13,1.0, , , 
17338,13,2.0,13, , 
17339, ,, , , 
17340, ,, , , 
17341,18,1.0,18,64,65
17342, ,, , , 
17343, ,, , , 
17344, ,, , , 
17345,99,1.0,99, , 
17346,16,2.0,30, , 
17347, ,, , , 
17348, ,, , , 
17349,44,1.0, ,46,47
17350,6,2.0,12, , 
17351,32,1.0,34,54,55
17352, ,, , , 
17353,14,1.0, , , 
17354, ,, , , 
17355, ,, ,25,25
17356,28,1.0,28,41,42
17357, ,, , , 
17358, ,, , , 
17359, ,, , , 
17360, ,, , , 
17361, ,, , , 
17362,12,2.0,17, , 
17363, ,, , , 
17364,14,2.0,14, , 
17365, ,, , , 
17366,16,1.0,16, , 
17367, ,, , , 
17368, ,, , , 
17369, ,, , , 
17370,15,1.0,18, , 
17371, ,, , , 
17372,13,2.0,16, , 
17373,13,1.0, ,20,20
17374,18,2.0,18, , 
17375, ,, , , 
17376,20,2.0,20, , 
17377, ,, , , 
17378, ,, , , 
17379, ,, , , 
17380,18,1.0,19, , 
17381, ,, , , 
17382,15,2.0,15, , 
17383, ,, , , 
17384, ,, , , 
17385,13,2.0,19, , 
17386, ,, , , 
17387, ,, , , 
17388,16,1.0,18,41,42
17389,13,1.0,24,25,30
17390,15,1.0,15,44,44
17391, ,, , , 
17392, ,, , , 
17393,9,1.0,17, , 
17394, ,, , , 
17395,20,2.0,20, , 
17396,13,1.0,13, , 
17397, ,, , , 
17398,12,1.0,25, , 
17399,16,2.0,19, , 
17400,10,1.0,10, , 
17401,12,1.0,13,25,34
17402, ,, , , 
17403, ,, , , 
17404,18,2.0,18, , 
17405, ,, , , 
17406, ,, , , 
17407,14,2.0,14, , 
17408, ,, , , 
17409, ,, , , 
17410, ,, , , 
17411, ,, , , 
17412,28,2.0, , , 
17413,18,1.0, ,32,33
17414, ,, , , 
17415,14,1.0,18,18,18
17416, ,, , , 
17417,14,1.0,14, , 
17418,15,1.0,17, , 
17419,20,2.0, , , 
17420, ,, , , 
17421, ,, , , 
17422, ,, , , 
17423, ,, , , 
17424, ,, , , 
17425,23,2.0,23, , 
17426, ,, , , 
17427,12,2.0,16, , 
17428, ,, , , 
17429,20,2.0,25, , 
17430,16,1.0,28, , 
17431, ,, , , 
17432, ,, , , 
17433, ,, , , 
17434,16,1.0,19,48,49
17435, ,, , , 
17436, ,, , , 
17437,18,2.0,18, , 
17438,22,2.0,22, , 
17439,20,1.0,20, , 
17440, ,, , , 
17441, ,, , , 
17442, ,, , , 
17443, ,, , , 
17444, ,, , , 
17445, ,, , , 
17446,12,1.0,16,16,39
17447,14,1.0,16, , 
17448, ,, , , 
17449, ,, , , 
17450, ,, , , 
17451,17,2.0,19, , 
17452, ,, , , 
17453,18,2.0,18, , 
17454, ,, , , 
17455, ,, , , 
17456, ,, , , 
17457,19,1.0,19, , 
17458, ,, , , 
17459,16,1.0,18, , 
17460,14,1.0,14, , 
17461, ,, , , 
17462,15,2.0, , , 
17463, ,, , , 
17464, ,, , , 
17465,17,2.0,17, , 
17466,21,1.0,21,54,55
17467,12,2.0,22, , 
17468,14,2.0,15,27,27
17469, ,, , , 
17470, ,, , , 
17471, ,, , , 
17472,18,2.0,18, , 
17473, ,, , , 
17474,19,2.0,19, , 
17475, ,, , , 
17476, ,, , , 
17477,13,1.0,18, , 
17478,18,2.0,18, , 
17479,15,2.0,15, , 
17480,21,2.0,21, , 
17481,14,1.0,18,44,45
17482,15,2.0,15, , 
17483, ,, , , 
17484, ,, , , 
17485, ,, , , 
17486, ,, , , 
17487, ,, , , 
17488,20,1.0,35, , 
17489, ,, , , 
17490,14,2.0, , , 
17491, ,, , , 
17492, ,, , , 
17493, ,, , , 
17494,13,1.0,15, , 
17495,12,1.0,20,61,62
17496, ,, , , 
17497, ,, , , 
17498, ,, , , 
17499,15,1.0,16,45,46
17500,19,1.0,19, , 
17501,12,2.0,12, , 
17502,17,1.0,17, , 
17503, ,, , , 
17504, ,, , , 
17505,9,1.0,25,26,26
17506, ,, , , 
17507,17,2.0,18, , 
17508, ,, , , 
17509, ,, , , 
17510,14,1.0,14,14,35
17511,30,1.0,30,60,61
17512,14,2.0,16, , 
17513, ,, , , 
17514,14,2.0,21,26,26
17515, ,, , , 
17516,15,2.0,19, , 
17517, ,, , , 
17518, ,, , , 
17519, ,, , , 
17520,16,1.0,16,16,36
17521, ,, , , 
17522, ,, , , 
17523, ,, , , 
17524,14,1.0,14, , 
17525, ,, , , 
17526, ,, , , 
17527,17,2.0,33, , 
17528,12,1.0,16, , 
17529,13,2.0,18, , 
17530, ,, , , 
17531,14,2.0,14, , 
17532, ,, , , 
17533,13,2.0, , , 
17534,12,1.0,14,18,19
17535,18,1.0,21, , 
17536, ,, , , 
17537,18,2.0,19, , 
17538,14,2.0,16, , 
17539, ,, , , 
17540,16,1.0,21, , 
17541, ,, , , 
17542,17,1.0,26, , 
17543, ,, , , 
17544, ,, , , 
17545, ,, , , 
17546, ,, , , 
17547,22,2.0,22,45,45
17548, ,, , , 
17549, ,, , , 
17550,12,1.0,26,26,26
17551, ,, , , 
17552,14,1.0,20,50,51
17553,16,2.0,16, , 
17554, ,, , , 
17555, ,, , , 
17556,12,2.0,16, , 
17557,17,1.0,17, , 
17558, ,, , , 
17559, ,, , , 
17560, ,, , , 
17561,13,1.0,18,18,18
17562, ,, , , 
17563, ,, , , 
17564,14,1.0,14,35,37
17565, ,, , , 
17566, ,, , , 
17567, ,, , , 
17568, ,, , , 
17569,15,2.0,15, , 
17570,15,1.0,15,41,42
17571,18,1.0,18,39,40
17572,40,2.0,40, , 
17573,18,1.0,18,38,39
17574, ,, , , 
17575, ,, , , 
17576,14,1.0,16,41,42
17577,18,1.0,22, , 
17578,14,1.0,16,45,46
17579, ,, , , 
17580, ,, , , 
17581,12,2.0,18,99,99
17582, ,, , , 
17583,5,2.0,7, , 
17584,12,1.0,16,16,16
17585,8,1.0,18, , 
17586,10,1.0,10, , 
17587, ,, , , 
17588, ,, , , 
17589,16,1.0, , , 
17590,12,1.0,15,31,32
17591,16,2.0, , , 
17592, ,, , , 
17593, ,, , , 
17594, ,, , , 
17595, ,, , , 
17596,12,1.0,12,13,13
17597, ,, , , 
17598,18,1.0, ,28,28
17599, ,, , , 
17600, ,, , , 
17601, ,, , , 
17602, ,, , , 
17603, ,, , , 
17604,16,1.0, ,17,17
17605,10,1.0,27,27,42
17606,15,1.0,16, , 
17607,17,2.0, , , 
17608,15,1.0,16, , 
17609, ,, , , 
17610, ,, , , 
17611, ,, , , 
17612, ,, , , 
17613,18,1.0,21, , 
17614,16,1.0,16,30,30
17615, ,, , , 
17616, ,, , , 
17617,13,1.0,17,28,28
17618,12,1.0,14,29,30
17619, ,, , , 
17620, ,, , , 
17621, ,, , , 
17622, ,, , , 
17623, ,, , , 
17624,12,2.0,20,23,26
17625,14,2.0,15, , 
17626,18,2.0, , , 
17627, ,, , , 
17628, ,, , , 
17629,17,2.0,17, , 
17630,12,2.0,17, , 
17631,16,2.0, , , 
17632,14,2.0,17,99,24
17633, ,, , , 
17634, ,, , , 
17635,18,2.0, , , 
17636, ,, , , 
17637,13,2.0,13, , 
17638, ,, , , 
17639,15,2.0,18, , 
17640, ,, , , 
17641, ,, , , 
17642, ,, , , 
17643,8,1.0,15, , 
17644, ,, , , 
17645,16,1.0,17,35,37
17646, ,, , , 
17647, ,, , , 
17648,14,2.0,15, , 
17649, ,, , , 
17650, ,, , , 
17651,19,2.0,19,30,46
17652, ,, , , 
17653,16,2.0,16, , 
17654,15,2.0,16, , 
17655, ,, , , 
17656, ,, , , 
17657, ,, , , 
17658, ,, , , 
17659,16,2.0, , , 
17660,11,2.0,18, , 
17661, ,, , , 
17662, ,, , , 
17663, ,, , , 
17664, ,, , , 
17665, ,, , , 
17666, ,, , , 
17667, ,, , , 
17668, ,, , , 
17669, ,, , , 
17670, ,, , , 
17671, ,, , , 
17672, ,, , , 
17673, ,, , , 
17674,15,1.0,16,21,21
17675,19,2.0,19,19,19
17676, ,, , , 
17677, ,, , , 
17678,13,2.0,17, , 
17679, ,, , , 
17680, ,, , , 
17681,19,1.0,19, , 
17682,21,2.0, , , 
17683, ,, , , 
17684,13,1.0,26, , 
17685,10,2.0,13, , 
17686, ,, , , 
17687, ,, , , 
17688, ,, , , 
17689, ,, , , 
17690, ,, , , 
17691,19,1.0,19, , 
17692, ,, , , 
17693,16,2.0,16, , 
17694, ,, , , 
17695, ,, , , 
17696, ,, , , 
17697, ,, , , 
17698,18,2.0,22, , 
17699, ,, , , 
17700, ,, , , 
17701,10,2.0, , , 
17702,26,1.0,26,40,49
17703, ,, , , 
17704,15,1.0,19, , 
17705,15,2.0,16, , 
17706,24,1.0,24, , 
17707, ,, , , 
17708,12,1.0,20,72,73
17709, ,, , , 
17710,19,1.0,19, , 
17711, ,, , , 
17712, ,, , , 
17713, ,, , , 
17714, ,, , , 
17715,20,2.0, , , 
17716, ,, , , 
17717,15,1.0,18, , 
17718,20,2.0,20, , 
17719, ,, , , 
17720, ,, , , 
17721,19,1.0,35,55,55
17722, ,, , , 
17723,12,2.0,13, , 
17724,21,2.0,21, , 
17725, ,, , , 
17726, ,, , , 
17727, ,, , , 
17728,13,2.0,13, , 
17729, ,, , , 
17730,14,1.0,17,62,63
17731,18,2.0,30, , 
17732,18,2.0,18, , 
17733,17,2.0,21,35,50
17734,18,2.0,18,20,20
17735, ,, , , 
17736, ,, , , 
17737, ,, , , 
17738, ,, , , 
17739, ,, , , 
17740, ,, , , 
17741, ,, , , 
17742, ,, , , 
17743,16,1.0,16,24,25
17744, ,, , , 
17745, ,, , , 
17746,15,1.0,16,21,22
17747, ,, , , 
17748, ,, , , 
17749, ,, , , 
17750,18,1.0, ,24,25
17751,16,1.0,18, , 
17752, ,, , , 
17753,12,2.0,14,16,20
17754,18,1.0, ,41,41
17755, ,, , , 
17756,16,1.0,18, , 
17757,19,1.0,19,37,38
17758, ,, , , 
17759, ,, , , 
17760, ,, , , 
17761,13,2.0,17, , 
17762,23,1.0,77,99,69
17763,13,1.0,15, , 
17764, ,, , , 
17765,13,2.0,13, , 
17766,18,2.0,18, , 
17767, ,, , , 
17768,18,1.0,99, , 
17769,15,1.0,15,42,43
17770, ,, , , 
17771,19,2.0,19,40,99
17772,17,1.0,17,17,54
17773,25,1.0,25,46,47
17774, ,, , , 
17775,15,2.0,16,29,30
17776,16,2.0,16,60,61
17777, ,, , , 
17778, ,, , , 
17779,14,1.0,14,71,72
17780, ,, ,16,16
17781,20,1.0,99, , 
17782, ,, , , 
17783,14,1.0,16,16,16
17784,10,1.0,10,41,42
17785, ,, , , 
17786, ,, , , 
17787,20,2.0,48, , 
17788,28,2.0,28, , 
17789, ,, , , 
17790, ,, , , 
17791, ,, , , 
17792,12,1.0,18, , 
17793, ,, , , 
17794,11,1.0,16,99,99
17795, ,, , , 
17796, ,, , , 
17797,22,1.0,35, , 
17798,16,1.0,16,17,24
17799,16,1.0,99,36,37
17800,15,2.0,16, , 
17801,16,2.0,20, , 
17802, ,, , , 
17803,17,1.0,17,17,30
17804,13,1.0,16, , 
17805,15,2.0,15,15,15
17806, ,, , , 
17807, ,, , , 
17808, ,, , , 
17809,15,2.0,15, , 
17810, ,, , , 
17811,13,1.0,17,29,30
17812,16,1.0,16,16,38
17813, ,, , , 
17814, ,, , , 
17815,6,2.0,19, , 
17816,21,2.0,21, , 
17817, ,, , , 
17818, ,, , , 
17819, ,, , , 
17820, ,, , , 
17821,23,2.0,23, , 
17822,16,1.0,16,37,38
17823, ,, , , 
17824, ,, , , 
17825, ,, , , 
17826, ,, , , 
17827,18,2.0, , , 
17828, ,, , , 
17829, ,, , , 
17830,13,2.0,15, , 
17831, ,, , , 
17832, ,, , , 
17833,17,1.0,20,29,30
17834, ,, , , 
17835, ,, , , 
17836,21,2.0,21, , 
17837,14,1.0,16,49,50
17838, ,, , , 
17839, ,, , , 
17840, ,, , , 
17841,19,1.0,19,20,20
17842,11,2.0,19, , 
17843,11,1.0,14,35,35
17844, ,, , , 
17845,16,2.0,17, , 
17846, ,, , , 
17847, ,, , , 
17848, ,, , , 
17849, ,, , , 
17850, ,, , , 
17851, ,, , , 
17852, ,, , , 
17853,17,1.0,17, , 
17854, ,, , , 
17855, ,, ,22,22
17856, ,, , , 
17857, ,, , , 
17858, ,, , , 
17859, ,, , , 
17860, ,, , , 
17861, ,, , , 
17862, ,, , , 
17863,15,2.0, , , 
17864, ,, , , 
17865,14,2.0,14,19,19
17866,16,1.0,16,45,45
17867, ,, , , 
17868,23,1.0,23, , 
17869, ,, , , 
17870,18,2.0,20,34,34
17871,19,1.0,19,31,32
17872,16,1.0,16,71,72
17873,14,2.0,18, , 
17874, ,, , , 
17875,19,1.0,21,35,36
17876,19,1.0,19, , 
17877,18,1.0, , , 
17878,20,1.0,20, , 
17879,13,1.0,16,44,45
17880, ,, , , 
17881,9,2.0,24,34,34
17882, ,, , , 
17883,99,2.0,20, , 
17884, ,, , , 
17885, ,, , , 
17886,17,2.0,24, , 
17887,99,1.0,99, , 
17888, ,, , , 
17889, ,, , , 
17890,15,1.0,15,36,42
17891, ,, , , 
17892,16,2.0,19, , 
17893, ,, , , 
17894, ,, , , 
17895,10,1.0,15, , 
17896,21,2.0,21, , 
17897, ,, , , 
17898, ,, , , 
17899, ,, , , 
17900,14,2.0,17, , 
17901, ,, , , 
17902, ,, , , 
17903, ,, , , 
17904, ,, , , 
17905,21,1.0,23,23,68
17906,14,1.0,18,60,61
17907,20,1.0,20, , 
17908,18,1.0,18,53,54
17909, ,, , , 
17910, ,, , , 
17911, ,, , , 
17912,11,2.0,11,16,34
17913, ,, , , 
17914,16,2.0,18,44,45
17915,10,1.0,15, , 
17916, ,, , , 
17917,13,1.0,16,59,60
17918,18,2.0,99, , 
17919,15,2.0,18, , 
17920,15,2.0,19, , 
17921, ,, , , 
17922, ,, , , 
17923, ,, , , 
17924,17,1.0,20,25,28
17925, ,, , , 
17926,21,2.0,21, , 
17927,19,1.0,19, , 
17928,14,2.0,20,39,46
17929,15,1.0,17,17,17
17930,23,2.0, , , 
17931,14,2.0,17, , 
17932, ,, , , 
17933, ,, , , 
17934,18,1.0,18, , 
17935,18,1.0,22,44,45
17936,11,1.0,16,18,18
17937, ,, , , 
17938, ,, , , 
17939, ,, , , 
17940, ,, , , 
17941, ,, , , 
17942, ,, , , 
17943,16,2.0,18, , 
17944, ,, , , 
17945, ,, , , 
17946,14,1.0,99, , 
17947,15,2.0,15, , 
17948,15,1.0,15,22,22
17949, ,, , , 
17950, ,, , , 
